//==============================================================================================================================================//
//	MuDevs.com
//	Version: S20.1-3
//	Update: Mar/16/2025
//	Editor: OMEGA
//==============================================================================================================================================//
//	Speed Server Sets/Items S20.1-3 (maina 1.20.72)
//	SetID	372	Black Dragon Helm
//	SetID	373	Grand Soul Helm
//	SetID	374	Holy Spirit Helm
//	SetID	376	Dark Breeze Mask
//	SetID	377	Demonic Helm
//	SetID	378	Piercing Grove Helm
//	SetID	379	Sage Helm
//	SetID	380	Kenaz Hood
//	SetID	381	Nightwing Helm
//	SetID	382	Stormwing Gunner Helm
//	SetID	383	Magic Flare Helm
//	SetID	384	Noble Pixie Helm
//	SetID	385	Black Origin Helm
//	SetID	386	Radiant Helm
//
//	12-29 Wings of Growth
//	13-06 Necklace of Growth
//
//																																							
0																																							
0	"Tăng tất cả chỉ số"	1																																					
end																																							
																																							
																																							
1																																							
0   "Tăng HP tối đa"                     1
1   "Tăng phòng thủ"                     1
2   "Tăng sức tấn công / Phép thuật / Nguyền rủa"   1
3   "Tăng tỉ lệ sát thương Excellent"    2
4   "Tăng tỉ lệ sát thương Critical"     2
5   "Tăng sát thương Excellent"          1
6   "Tăng sát thương Critical"           1
7   "Tỉ lệ gây sát thương gấp đôi"       2																																				
end																																							
																																							
																																							
2																																							
7	372	1	0	5																																			
7	373	1	0	5																																			
7	374	1	0	5																																			
7	376	1	0	5																																			
7	377	1	0	5																																			
7	378	1	0	5																																			
7	379	1	0	5																																			
7	380	1	0	5																																			
7	381	1	0	5																																			
7	382	1	0	5																																			
7	383	1	0	5																																			
7	384	1	0	5																																			
7	385	1	0	5																																			
7	386	1	0	5																																			
8	372	1	0	5																																			
8	373	1	0	5																																			
8	374	1	0	5																																			
8	375	1	0	5																																			
8	376	1	0	5																																			
8	377	1	0	5																																			
8	378	1	0	5																																			
8	379	1	0	5																																			
8	380	1	0	5																																			
8	381	1	0	5																																			
8	382	1	0	5																																			
8	383	1	0	5																																			
8	384	1	0	5																																			
8	385	1	0	5																																			
8	386	1	0	5																																			
9	372	1	0	5																																			
9	373	1	0	5																																			
9	374	1	0	5																																			
9	375	1	0	5																																			
9	376	1	0	5																																			
9	377	1	0	5																																			
9	378	1	0	5																																			
9	379	1	0	5																																			
9	380	1	0	5																																			
9	381	1	0	5																																			
9	382	1	0	5																																			
9	383	1	0	5																																			
9	384	1	0	5																																			
9	385	1	0	5																																			
9	386	1	0	5																																			
10	372	1	0	5																																			
10	373	1	0	5																																			
10	374	1	0	5																																			
10	375	1	0	5																																			
10	376	1	0	5																																			
10	377	1	0	5																																			
10	379	1	0	5																																			
10	380	1	0	5																																			
10	381	1	0	5																																			
10	382	1	0	5																																			
10	383	1	0	5																																			
10	384	1	0	5																																			
10	385	1	0	5																																			
10	386	1	0	5																																			
11	372	1	0	5																																			
11	373	1	0	5																																			
11	374	1	0	5																																			
11	375	1	0	5																																			
11	376	1	0	5																																			
11	377	1	0	5																																			
11	378	1	0	5																																			
11	379	1	0	5																																			
11	380	1	0	5																																			
11	381	1	0	5																																			
11	382	1	0	5																																			
11	383	1	0	5																																			
11	384	1	0	5																																			
11	385	1	0	5																																			
11	386	1	0	5																																			
end																																							
																																							
																																							
3																																							
1	"Growth"	"Growth"	0	50	-1	-1	2	25	-1	-1	1	30	-1	-1	7	10	3	15	4	15	5	20	6	20	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5
end																																							
